Cell	Coordinate_1(m)	Coordinate_2(m)	Uave(m/s)	Depth(m)	m-index	Tau(Pa)
Cell_1207	-0.060240964	0.51816	0.454565605	0.115953638	0.14285714285714285	0.8313878371341491
Cell_1208	-0.060240964	0.4572	0.461834508	0.114756627	0.14285714285714285	0.8627327524535577
Cell_1209	-0.060240964	0.39624	0.469091714	0.114591686	0.14285714285714285	0.8922881219906165
Cell_1210	-0.060240964	0.33528	0.475937038	0.115105429	0.14285714285714285	0.9190087735225957
Cell_1211	-0.060240964	0.27432	0.481679852	0.115409278	0.14285714285714285	0.9420308909701758
Cell_1212	-0.060240964	0.21336	0.483399553	0.115157442	0.14285714285714285	0.9498367279501776
Cell_1213	-0.060240964	0.1524	0.480850819	0.114517205	0.14285714285714285	0.9407999506112558
Cell_1214	-0.060240964	0.09144	0.469524652	0.113595573	0.14285714285714285	0.8964241493584826
Cell_1215	-0.060240964	0.03048	0.438636751	0.10941533	0.14285714285714285	0.78418222386312
Cell_1216	-0.060240964	-0.03048	0.378627166	0.094142458	0.14285714285714285	0.5993546512503403
Cell_1217	-0.060240964	-0.09144	0.234757307	0.064563505	0.14285714285714285	0.24190590277966423
Cell_1218	-0.060240964	-0.1524	0.184705845	0.030651339	0.14285714285714285	0.18224264798602008
Cell_1227	-0.060240964	-0.70104	0.113176837	0.003383775	0.14285714285714285	0.12602513286704
Cell_1228	-0.060240964	-0.762	0.127910188	0.004996021	0.14285714285714285	0.14499223035238187
Cell_1229	-0.060240964	-0.82296	0.1273577	0.005005792	0.14285714285714285	0.1435926393401616
Cell_1230	-0.060240964	-0.88392	0.127913799	0.004957115	0.14285714285714285	0.14534238499163782
Cell_1231	0.0	0.88392	0.435224507	0.122693724	0.14285714285714285	0.7447066582449536
Cell_1232	0.0	0.82296	0.441146962	0.122644548	0.14285714285714285	0.7666232932887039
Cell_1233	0.0	0.762	0.444832071	0.122594894	0.14285714285714285	0.780468059461707
Cell_1234	0.0	0.70104	0.447739245	0.122488178	0.14285714285714285	0.7916120390181728
Cell_1235	0.0	0.64008	0.450767267	0.121752091	0.14285714285714285	0.8045681824949314
Cell_1236	0.0	0.57912	0.454542493	0.119502179	0.14285714285714285	0.8236922911620677
Cell_1237	0.0	0.51816	0.460613525	0.116793273	0.14285714285714285	0.8532886860879908
Cell_1238	0.0	0.4572	0.467675184	0.115432344	0.14285714285714285	0.884580999888092
Cell_1239	0.0	0.39624	0.476522639	0.11499483	0.14285714285714285	0.9216888447876521
Cell_1240	0.0	0.33528	0.48367488	0.115142776	0.14285714285714285	0.9510256153765279
Cell_1241	0.0	0.27432	0.489224148	0.115290311	0.14285714285714285	0.9740187237882011
Cell_1242	0.0	0.21336	0.489803217	0.114014947	0.14285714285714285	0.9797802732836819
Cell_1243	0.0	0.1524	0.482730448	0.112994874	0.14285714285714285	0.9525158868913822
Cell_1244	0.0	0.09144	0.464644929	0.112299342	0.14285714285714285	0.8813511777495011
Cell_1245	0.0	0.03048	0.421506614	0.108686375	0.14285714285714285	0.7216511504747231
Cell_1246	0.0	-0.03048	0.342717742	0.094559855	0.14285714285714285	0.48347366705124784
Cell_1247	0.0	-0.09144	0.127655505	0.066226949	0.14285714285714285	0.06695993277559842
Cell_1248	0.0	-0.1524	0.214485506	0.030102101	0.14285714285714285	0.25173494735432944
Cell_1249	0.0	-0.21336	0.213624906	0.001017102	0.14285714285714285	0.7029826953073514
Cell_1257	0.0	-0.70104	0.129696096	0.002821902	0.14285714285714285	0.17756404293356837
Cell_1258	0.0	-0.762	0.142943395	0.004586704	0.14285714285714285	0.18814300058629443
Cell_1259	0.0	-0.82296	0.142068753	0.004635504	0.14285714285714285	0.18511870646375514
Cell_1260	0.0	-0.88392	0.141045484	0.004593819	0.14285714285714285	0.18280570299735144
Cell_1261	0.060240964	0.88392	0.442919416	0.122292291	0.14285714285714285	0.7738983927898297
Cell_1262	0.060240964	0.82296	0.44892958	0.122246546	0.14285714285714285	0.7965930276258129
Cell_1263	0.060240964	0.762	0.452553883	0.122201829	0.14285714285714285	0.8119305084021904
Cell_1264	0.060240964	0.70104	0.455276099	0.122100067	0.14285714285714285	0.8211317203822992
Cell_1265	0.060240964	0.64008	0.457747577	0.121428051	0.14285714285714285	0.8320719658907633
Cell_1266	0.060240964	0.57912	0.460859455	0.119176746	0.14285714285714285	0.8490197030584365
Cell_1267	0.060240964	0.51816	0.465763421	0.11687098	0.14285714285714285	0.8735874072370534
Cell_1268	0.060240964	0.4572	0.472393144	0.115631721	0.14285714285714285	0.9032350066690497
Cell_1269	0.060240964	0.39624	0.480328034	0.116076554	0.14285714285714285	0.9347693900914488
Cell_1270	0.060240964	0.33528	0.487667863	0.116046638	0.14285714285714285	0.9655161516799906
Cell_1271	0.060240964	0.27432	0.492300938	0.116009164	0.14285714285714285	0.9852341508607685
Cell_1272	0.060240964	0.21336	0.493531479	0.113688664	0.14285714285714285	0.996579013257851
Cell_1273	0.060240964	0.1524	0.483973275	0.111555112	0.14285714285714285	0.9614851834547514
Cell_1274	0.060240964	0.09144	0.460142716	0.110588488	0.14285714285714285	0.8657123574720889
Cell_1275	0.060240964	0.03048	0.405067954	0.107786193	0.14285714285714285	0.6644647956020272
Cell_1276	0.060240964	-0.03048	0.314123585	0.093923305	0.14285714285714285	0.4025788722144132
Cell_1277	0.060240964	-0.09144	0.064664416	0.067992257	0.14285714285714285	0.017046099188737694
Cell_1278	0.060240964	-0.1524	0.232844252	0.030630069	0.14285714285714285	0.29835829974264494
Cell_1279	0.060240964	-0.21336	0.150853988	0.001020034	0.14285714285714285	0.33340674695686423
Cell_1287	0.060240964	-0.70104	0.134030992	0.002759323	0.14285714285714285	0.1914488220318282
Cell_1288	0.060240964	-0.762	0.159996253	0.004040265	0.14285714285714285	0.24843441001749703
Cell_1289	0.060240964	-0.82296	0.160416201	0.004087823	0.14285714285714285	0.24893746239925518
Cell_1290	0.060240964	-0.88392	0.159044551	0.004082093	0.14285714285714285	0.24452978210279747
Cell_1291	0.120481928	0.88392	0.450092043	0.121907106	0.14285714285714285	0.8031146095283751
Cell_1292	0.120481928	0.82296	0.456222205	0.121864193	0.14285714285714285	0.8252628549202524
Cell_1293	0.120481928	0.762	0.459886145	0.121823171	0.14285714285714285	0.8395574886165125
Cell_1294	0.120481928	0.70104	0.462641267	0.121711465	0.14285714285714285	0.8505647900335419
Cell_1295	0.120481928	0.64008	0.465346963	0.120729725	0.14285714285714285	0.863336532979801
Cell_1296	0.120481928	0.57912	0.467901156	0.118722886	0.14285714285714285	0.8779465343667119
Cell_1297	0.120481928	0.51816	0.471786431	0.116571333	0.14285714285714285	0.8985501603776251
Cell_1298	0.120481928	0.4572	0.477268222	0.115743681	0.14285714285714285	0.922938621839714
Cell_1299	0.120481928	0.39624	0.482429013	0.116408481	0.14285714285714285	0.9426781694642629
Cell_1300	0.120481928	0.33528	0.487461637	0.117053818	0.14285714285714285	0.9621163111179403
Cell_1301	0.120481928	0.27432	0.489998972	0.116721781	0.14285714285714285	0.9736451374860298
Cell_1302	0.120481928	0.21336	0.490281271	0.114656965	0.14285714285714285	0.9801417030248759
Cell_1303	0.120481928	0.1524	0.48010043	0.111590387	0.14285714285714285	0.945090097169698
Cell_1304	0.120481928	0.09144	0.452947149	0.110305894	0.14285714285714285	0.8377414105571259
Cell_1305	0.120481928	0.03048	0.389598741	0.107344179	0.14285714285714285	0.6120905935357094
Cell_1306	0.120481928	-0.03048	0.287183394	0.094285466	0.14285714285714285	0.3313932694822769
Cell_1307	0.120481928	-0.09144	0.058942443	0.068631233	0.14285714285714285	0.014208875567052963
Cell_1308	0.120481928	-0.1524	0.208669304	0.031808707	0.14285714285714285	0.23347147474711463
Cell_1309	0.120481928	-0.21336	0.135330039	0.001394625	0.14285714285714285	0.2403781887984144
Cell_1317	0.120481928	-0.70104	0.148972559	0.001997658	0.14285714285714285	0.26440475991674967
Cell_1318	0.120481928	-0.762	0.19409019	0.00319858	0.14285714285714285	0.4031526202140206
Cell_1319	0.120481928	-0.82296	0.19379061	0.00324651	0.14285714285714285	0.4005916807570009
Cell_1320	0.120481928	-0.88392	0.190876788	0.003229709	0.14285714285714285	0.3878418987103847
Cell_1321	0.180722892	0.88392	0.456749755	0.121537122	0.14285714285714285	0.8279791290347484
Cell_1322	0.180722892	0.82296	0.463019874	0.121495169	0.14285714285714285	0.8540527541646253
Cell_1323	0.180722892	0.762	0.466791614	0.121451011	0.14285714285714285	0.8674867229542065
Cell_1324	0.180722892	0.70104	0.46960493	0.121343121	0.14285714285714285	0.878911065254841
Cell_1325	0.180722892	0.64008	0.472523702	0.120527409	0.14285714285714285	0.8924308646804514
Cell_1326	0.180722892	0.57912	0.474907586	0.117919348	0.14285714285714285	0.9097447691407943
Cell_1327	0.180722892	0.51816	0.47812134	0.115798241	0.14285714285714285	0.9263256450324207
Cell_1328	0.180722892	0.4572	0.482112179	0.115368159	0.14285714285714285	0.9439343864606033
Cell_1329	0.180722892	0.39624	0.486004424	0.116060272	0.14285714285714285	0.9584861355321161
Cell_1330	0.180722892	0.33528	0.488867418	0.116212171	0.14285714285714285	0.9701566104333887
Cell_1331	0.180722892	0.27432	0.489310663	0.115588025	0.14285714285714285	0.9736217255641308
Cell_1332	0.180722892	0.21336	0.485740265	0.1141743	0.14285714285714285	0.9621586623636272
Cell_1333	0.180722892	0.1524	0.472434095	0.111932795	0.14285714285714285	0.9123890103319757
Cell_1334	0.180722892	0.09144	0.44055553	0.11123304	0.14285714285714285	0.7875562929563534
Cell_1335	0.180722892	0.03048	0.373581597	0.107933915	0.14285714285714285	0.5585138327676322
Cell_1336	0.180722892	-0.03048	0.259450732	0.094513199	0.14285714285714285	0.2665780221068106
Cell_1337	0.180722892	-0.09144	0.052220658	0.070293203	0.14285714285714285	0.011189036401672727
Cell_1338	0.180722892	-0.1524	0.175478544	0.035114051	0.14285714285714285	0.15695785089239117
Cell_1339	0.180722892	-0.21336	0.124581729	0.003403752	0.14285714285714285	0.15395242691209027
Cell_1347	0.180722892	-0.70104	0.218880702	0.001157845	0.14285714285714285	0.7117417849528416
Cell_1348	0.180722892	-0.762	0.279670333	0.002145847	0.14285714285714285	0.9947953306027301
Cell_1349	0.180722892	-0.82296	0.282053156	0.002178829	0.14285714285714285	1.008222347581278
Cell_1350	0.180722892	-0.88392	0.279899023	0.002135928	0.14285714285714285	0.9979297510701085
Cell_1351	0.240963855	0.88392	0.462853696	0.121184956	0.14285714285714285	0.8525236602271171
Cell_1352	0.240963855	0.82296	0.469270532	0.121144288	0.14285714285714285	0.8780177536656039
Cell_1353	0.240963855	0.762	0.473185837	0.121097105	0.14285714285714285	0.8938141332581001
Cell_1354	0.240963855	0.70104	0.476092667	0.121011104	0.14285714285714285	0.9057501745028447
Cell_1355	0.240963855	0.64008	0.478962274	0.12003515	0.14285714285714285	0.9196852137430703
Cell_1356	0.240963855	0.57912	0.482124229	0.117027244	0.14285714285714285	0.9398936688412073
Cell_1357	0.240963855	0.51816	0.485329878	0.114665095	0.14285714285714285	0.9591775765521883
Cell_1358	0.240963855	0.4572	0.489232353	0.113893521	0.14285714285714285	0.9776689885324845
Cell_1359	0.240963855	0.39624	0.493008122	0.114366837	0.14285714285714285	0.9925377070460388
Cell_1360	0.240963855	0.33528	0.49571181	0.114272896	0.14285714285714285	1.0043993145281884
Cell_1361	0.240963855	0.27432	0.494865591	0.113623368	0.14285714285714285	1.002491372613201
Cell_1362	0.240963855	0.21336	0.487049441	0.113097972	0.14285714285714285	0.9704761609898174
Cell_1363	0.240963855	0.1524	0.467965314	0.112132284	0.14285714285714285	0.8936093091048886
Cell_1364	0.240963855	0.09144	0.430103478	0.11146626	0.14285714285714285	0.7476933534085642
Cell_1365	0.240963855	0.03048	0.35992188	0.108593023	0.14285714285714285	0.5147076287095455
Cell_1366	0.240963855	-0.03048	0.235731817	0.096099904	0.14285714285714285	0.21626262575015817
Cell_1367	0.240963855	-0.09144	0.037398188	0.072596366	0.14285714285714285	0.005917880334835878
Cell_1368	0.240963855	-0.1524	0.12745356	0.042816226	0.14285714285714285	0.07588087500195513
Cell_1369	0.240963855	-0.21336	0.096265596	0.012259414	0.14285714285714285	0.061525187194443026
Cell_1377	0.240963855	-0.70104	0.298131302	0.002037285	0.14285714285714285	1.1574544369778916
Cell_1378	0.240963855	-0.762	0.364945908	0.003434736	0.14285714285714285	1.5150247820904519
Cell_1379	0.240963855	-0.82296	0.368242033	0.003303206	0.14285714285714285	1.5619740748547035
Cell_1380	0.240963855	-0.88392	0.353253692	0.002951776	0.14285714285714285	1.480676749878695
Cell_1381	0.301204819	0.88392	0.468348613	0.120853837	0.14285714285714285	0.8749814267566255
Cell_1382	0.301204819	0.82296	0.474925963	0.120814085	0.14285714285714285	0.901473859786659
Cell_1383	0.301204819	0.762	0.479045989	0.120760583	0.14285714285714285	0.9200309249149358
Cell_1384	0.301204819	0.70104	0.4822178	0.120654782	0.14285714285714285	0.9333117346712881
Cell_1385	0.301204819	0.64008	0.48541763	0.119582294	0.14285714285714285	0.9473723425369976
Cell_1386	0.301204819	0.57912	0.489706982	0.116054974	0.14285714285714285	0.9741059336434885
Cell_1387	0.301204819	0.51816	0.493843191	0.113057575	0.14285714285714285	0.9996070145226158
Cell_1388	0.301204819	0.4572	0.498505715	0.112286147	0.14285714285714285	1.0219004354354129
Cell_1389	0.301204819	0.39624	0.502342857	0.112692915	0.14285714285714285	1.0375485322033065
Cell_1390	0.301204819	0.33528	0.504107898	0.112715066	0.14285714285714285	1.0452463529983953
Cell_1391	0.301204819	0.27432	0.501313776	0.11256897	0.14285714285714285	1.0333827090379046
Cell_1392	0.301204819	0.21336	0.489863036	0.112665064	0.14285714285714285	0.9835886113824692
Cell_1393	0.301204819	0.1524	0.465420236	0.112770606	0.14285714285714285	0.8817578900346479
Cell_1394	0.301204819	0.09144	0.422778974	0.112693073	0.14285714285714285	0.7183305798477725
Cell_1395	0.301204819	0.03048	0.349924069	0.1097397	0.14285714285714285	0.48299745064560423
Cell_1396	0.301204819	-0.03048	0.215707479	0.100113613	0.14285714285714285	0.17694729192429173
Cell_1397	0.301204819	-0.09144	0.019773156	0.079901311	0.14285714285714285	0.0019311257720285551
Cell_1398	0.301204819	-0.1524	0.093117092	0.054597385	0.14285714285714285	0.037296830100018906
Cell_1399	0.301204819	-0.21336	0.087426524	0.030727681	0.14285714285714285	0.03875439868339583
Cell_1400	0.301204819	-0.27432	0.053227509	0.016762997	0.14285714285714285	0.017225862834210452
Cell_1401	0.301204819	-0.33528	0.020085791	0.017773129	0.14285714285714285	0.002890222921853928
Cell_1402	0.301204819	-0.39624	0.012944882	0.018056266	0.14285714285714285	0.0013345347288489426
Cell_1403	0.301204819	-0.4572	0.008550125	0.016595112	0.14285714285714285	0.0006595837966201706
Cell_1404	0.301204819	-0.51816	0.012121634	0.014758741	0.14285714285714285	0.001251078919702351
Cell_1405	0.301204819	-0.57912	0.01339317	0.013473442	0.14285714285714285	0.001524023605555246
Cell_1406	0.301204819	-0.64008	0.035484631	0.019089611	0.14285714285714285	0.007661020870768087
Cell_1407	0.301204819	-0.70104	0.069402515	0.025692962	0.14285714285714285	0.025723974132195022
Cell_1408	0.301204819	-0.762	0.13264598	0.027119765	0.14285714285714285	0.09435265814459122
Cell_1409	0.301204819	-0.82296	0.168416838	0.026847003	0.14285714285714285	0.1560580895566157
Cell_1410	0.301204819	-0.88392	0.170981555	0.026591455	0.14285714285714285	0.16158126328970748
Cell_1411	0.361445783	0.88392	0.473152075	0.120548006	0.14285714285714285	0.8949135684369426
Cell_1412	0.361445783	0.82296	0.479894684	0.120508772	0.14285714285714285	0.9223972192079659
Cell_1413	0.361445783	0.762	0.484250125	0.120446405	0.14285714285714285	0.9404656647047143
Cell_1414	0.361445783	0.70104	0.487767463	0.12030957	0.14285714285714285	0.9553984761345374
Cell_1415	0.361445783	0.64008	0.491578649	0.118876085	0.14285714285714285	0.9749013748504597
Cell_1416	0.361445783	0.57912	0.496102601	0.115483118	0.14285714285714285	1.0028692963616581
Cell_1417	0.361445783	0.51816	0.501293252	0.112173265	0.14285714285714285	1.034397914635135
Cell_1418	0.361445783	0.4572	0.505838186	0.111401992	0.14285714285714285	1.056631536919816
Cell_1419	0.361445783	0.39624	0.508950402	0.111989465	0.14285714285714285	1.068777112097998
Cell_1420	0.361445783	0.33528	0.509078073	0.112246382	0.14285714285714285	1.0686034545831389
Cell_1421	0.361445783	0.27432	0.50364341	0.112632823	0.14285714285714285	1.0434325889260114
Cell_1422	0.361445783	0.21336	0.489494124	0.113289319	0.14285714285714285	0.9803658374510198
Cell_1423	0.361445783	0.1524	0.461737341	0.113687081	0.14285714285714285	0.8648114085934616
Cell_1424	0.361445783	0.09144	0.414542796	0.114293905	0.14285714285714285	0.6857663519183907
Cell_1425	0.361445783	0.03048	0.339061929	0.112691084	0.14285714285714285	0.4477856491166624
Cell_1426	0.361445783	-0.03048	0.200238357	0.105576024	0.14285714285714285	0.14881420114814561
Cell_1427	0.361445783	-0.09144	0.025879309	0.091292699	0.14285714285714285	0.002991403955676488
Cell_1428	0.361445783	-0.1524	0.069327472	0.071264443	0.14285714285714285	0.01927096917163615
Cell_1429	0.361445783	-0.21336	0.066164662	0.053397218	0.14285714285714285	0.01906637441287579
Cell_1430	0.361445783	-0.27432	0.044494942	0.042217187	0.14285714285714285	0.009477819554917138
Cell_1431	0.361445783	-0.33528	0.023844247	0.044360162	0.14285714285714285	0.0031044886447480083
Cell_1432	0.361445783	-0.39624	0.016698004	0.04587318	0.14285714285714285	0.0016503992674603485
Cell_1433	0.361445783	-0.4572	0.007269504	0.045066909	0.14285714285714285	0.0003867938842550372
Cell_1434	0.361445783	-0.51816	0.01525636	0.042925777	0.14285714285714285	0.0014327652536925727
Cell_1435	0.361445783	-0.57912	0.014010049	0.041458933	0.14285714285714285	0.001245030201991979
Cell_1436	0.361445783	-0.64008	0.019683468	0.049294586	0.14285714285714285	0.0021616916626557106
Cell_1437	0.361445783	-0.70104	0.040167329	0.056029562	0.14285714285714285	0.007243861812478774
Cell_1438	0.361445783	-0.762	0.053759359	0.058033328	0.14285714285714285	0.012464667866845207
Cell_1439	0.361445783	-0.82296	0.033944408	0.058146327	0.14285714285714285	0.005245489250873649
Cell_1440	0.361445783	-0.88392	0.039701055	0.058293173	0.14285714285714285	0.00701215021490396
Cell_1441	0.421686747	0.88392	0.477151244	0.120273213	0.14285714285714285	0.9117425902156546
Cell_1442	0.421686747	0.82296	0.48402999	0.120234816	0.14285714285714285	0.9400582095475479
Cell_1443	0.421686747	0.762	0.488541694	0.12016271	0.14285714285714285	0.9589853610509427
Cell_1444	0.421686747	0.70104	0.492166501	0.120033193	0.14285714285714285	0.9745100777594978
Cell_1445	0.421686747	0.64008	0.496412822	0.118745806	0.14285714285714285	0.9957398464899895
Cell_1446	0.421686747	0.57912	0.500920091	0.114855527	0.14285714285714285	1.0253801744276867
Cell_1447	0.421686747	0.51816	0.50552043	0.111833008	0.14285714285714285	1.0539868026608346
Cell_1448	0.421686747	0.4572	0.509152118	0.111281694	0.14285714285714285	1.0717354765585483
Cell_1449	0.421686747	0.39624	0.511105787	0.112160855	0.14285714285714285	1.0779086591000195
Cell_1450	0.421686747	0.33528	0.509682771	0.112789172	0.14285714285714285	1.069733834500139
Cell_1451	0.421686747	0.27432	0.50215628	0.113540752	0.14285714285714285	1.0343739613484753
Cell_1452	0.421686747	0.21336	0.485997659	0.114604958	0.14285714285714285	0.9621421280819724
Cell_1453	0.421686747	0.1524	0.456741502	0.115286096	0.14285714285714285	0.8429005979218813
Cell_1454	0.421686747	0.09144	0.406660523	0.115952813	0.14285714285714285	0.6552715707088855
Cell_1455	0.421686747	0.03048	0.326995517	0.11557086	0.14285714285714285	0.41176609141224046
Cell_1456	0.421686747	-0.03048	0.188263337	0.110815032	0.14285714285714285	0.12882691273923128
Cell_1457	0.421686747	-0.09144	0.028088009	0.101636483	0.14285714285714285	0.003360982662761297
Cell_1458	0.421686747	-0.1524	0.055943044	0.088523898	0.14285714285714285	0.011984338583400509
Cell_1459	0.421686747	-0.21336	0.053512933	0.076935327	0.14285714285714285	0.011440469918135637
Cell_1460	0.421686747	-0.27432	0.038771461	0.068964025	0.14285714285714285	0.006415031314999993
Cell_1461	0.421686747	-0.33528	0.025183809	0.070018515	0.14285714285714285	0.0030477272864333775
Cell_1462	0.421686747	-0.39624	0.017078922	0.071561697	0.14285714285714285	0.0015362116492562805
Cell_1463	0.421686747	-0.4572	0.009661513	0.071475342	0.14285714285714285	0.0005670843092447877
Cell_1464	0.421686747	-0.51816	0.011715085	0.069769771	0.14285714285714285	0.0007992843453859948
Cell_1465	0.421686747	-0.57912	0.023798435	0.068549746	0.14285714285714285	0.002775076230522217
Cell_1466	0.421686747	-0.64008	0.034700967	0.07648617	0.14285714285714285	0.005082499430183271
Cell_1467	0.421686747	-0.70104	0.034356859	0.086306032	0.14285714285714285	0.004834157306711469
Cell_1468	0.421686747	-0.762	0.044507912	0.087354936	0.14285714285714285	0.0077953893567838045
Cell_1469	0.421686747	-0.82296	0.057749148	0.086932048	0.14285714285714285	0.012800807988624806
Cell_1470	0.421686747	-0.88392	0.076730429	0.087127578	0.14285714285714285	0.02222594313861331
Cell_1471	0.481927711	0.88392	0.480261785	0.120036696	0.14285714285714285	0.9250049603373914
Cell_1472	0.481927711	0.82296	0.487231254	0.120002133	0.14285714285714285	0.9539061097635116
Cell_1473	0.481927711	0.762	0.491755128	0.119927978	0.14285714285714285	0.9730371140855198
Cell_1474	0.481927711	0.70104	0.495255236	0.119787477	0.14285714285714285	0.9881819670311354
Cell_1475	0.481927711	0.64008	0.499157697	0.118727664	0.14285714285714285	1.0075307619111598
Cell_1476	0.481927711	0.57912	0.504213706	0.115086708	0.14285714285714285	1.039124895273801
Cell_1477	0.481927711	0.51816	0.507705333	0.111993707	0.14285714285714285	1.0632210468873822
Cell_1478	0.481927711	0.4572	0.50994356	0.111615228	0.14285714285714285	1.0742997159482097
Cell_1479	0.481927711	0.39624	0.509958726	0.113103368	0.14285714285714285	1.0700606419189416
Cell_1480	0.481927711	0.33528	0.50678335	0.114248583	0.14285714285714285	1.052739104838523
Cell_1481	0.481927711	0.27432	0.497663457	0.115262358	0.14285714285714285	1.0101767345164858
Cell_1482	0.481927711	0.21336	0.479936509	0.116645066	0.14285714285714285	0.9317614936308984
Cell_1483	0.481927711	0.1524	0.449385968	0.117684079	0.14285714285714285	0.8076416696744257
Cell_1484	0.481927711	0.09144	0.398797584	0.118337707	0.14285714285714285	0.6245465206544681
Cell_1485	0.481927711	0.03048	0.317554547	0.11722053	0.14285714285714285	0.3844738032780917
Cell_1486	0.481927711	-0.03048	0.180034172	0.115066884	0.14285714285714285	0.11599375583977369
Cell_1487	0.481927711	-0.09144	0.029875693	0.109755109	0.14285714285714285	0.0036730375597034764
Cell_1488	0.481927711	-0.1524	0.046433975	0.102469011	0.14285714285714285	0.008087490805473772
Cell_1489	0.481927711	-0.21336	0.045417148	0.096404651	0.14285714285714285	0.007885856616975577
Cell_1490	0.481927711	-0.27432	0.036173633	0.092538099	0.14285714285714285	0.005218721607072002
Cell_1491	0.481927711	-0.33528	0.026881993	0.093562913	0.14285714285714285	0.0031775954390736642
Cell_1492	0.481927711	-0.39624	0.020925362	0.095091599	0.14285714285714285	0.0020415420575538266
Cell_1493	0.481927711	-0.4572	0.014609732	0.094248869	0.14285714285714285	0.001091112490430353
Cell_1494	0.481927711	-0.51816	0.009798032	0.093381978	0.14285714285714285	0.0005435497244628516
Cell_1495	0.481927711	-0.57912	0.012031138	0.092548243	0.14285714285714285	0.000780293682690191
Cell_1496	0.481927711	-0.64008	0.018278807	0.098203153	0.14285714285714285	0.001598427791092859
Cell_1497	0.481927711	-0.70104	0.029583698	0.107109308	0.14285714285714285	0.0036324706051025796
Cell_1498	0.481927711	-0.762	0.030691106	0.109802739	0.14285714285714285	0.0038497793667495233
Cell_1499	0.481927711	-0.82296	0.015269291	0.11015727	0.14285714285714285	0.0011336905868608506
Cell_1500	0.481927711	-0.88392	0.053624914	0.109673065	0.14285714285714285	0.010426962079845725
Cell_1501	0.542168675	0.88392	0.482484704	0.119841746	0.14285714285714285	0.9346094497131522
Cell_1502	0.542168675	0.82296	0.489506318	0.119813146	0.14285714285714285	0.9638732464753842
Cell_1503	0.542168675	0.762	0.493879937	0.119744028	0.14285714285714285	0.982462133432887
Cell_1504	0.542168675	0.70104	0.497054874	0.119635036	0.14285714285714285	0.9962201185432934
Cell_1505	0.542168675	0.64008	0.499996644	0.119044977	0.14285714285714285	1.0103150453348482
Cell_1506	0.542168675	0.57912	0.504431126	0.116231939	0.14285714285714285	1.0369560028349447
Cell_1507	0.542168675	0.51816	0.507378877	0.113096515	0.14285714285714285	1.0586183115614674
Cell_1508	0.542168675	0.4572	0.508282673	0.112874698	0.14285714285714285	1.0632597193921287
Cell_1509	0.542168675	0.39624	0.506398675	0.114433646	0.14285714285714285	1.0505266959505324
Cell_1510	0.542168675	0.33528	0.501136471	0.116035111	0.14285714285714285	1.0231427611433352
Cell_1511	0.542168675	0.27432	0.490913707	0.117050246	0.14285714285714285	0.9766818901519271
Cell_1512	0.542168675	0.21336	0.471839071	0.118505211	0.14285714285714285	0.8942704709783594
Cell_1513	0.542168675	0.1524	0.440256704	0.119636351	0.14285714285714285	0.7691311098437672
Cell_1514	0.542168675	0.09144	0.389075474	0.121036449	0.14285714285714285	0.5883194702255868
Cell_1515	0.542168675	0.03048	0.309833084	0.118969843	0.14285714285714285	0.36308850280241656
Cell_1516	0.542168675	-0.03048	0.175227848	0.117153686	0.14285714285714285	0.10902775012921606
Cell_1517	0.542168675	-0.09144	0.030712686	0.115745386	0.14285714285714285	0.003804115186230975
Cell_1518	0.542168675	-0.1524	0.040209085	0.111726392	0.14285714285714285	0.0060386869472859855
Cell_1519	0.542168675	-0.21336	0.040803948	0.107911863	0.14285714285714285	0.006263260635241264
Cell_1520	0.542168675	-0.27432	0.034961353	0.107828907	0.14285714285714285	0.004860260637213381
Cell_1521	0.542168675	-0.33528	0.028619816	0.109949037	0.14285714285714285	0.0034056012536948462
Cell_1522	0.542168675	-0.39624	0.023463632	0.111459545	0.14285714285714285	0.002397381166949112
Cell_1523	0.542168675	-0.4572	0.018416973	0.110857611	0.14285714285714285	0.0015712889134930474
Cell_1524	0.542168675	-0.51816	0.015061137	0.109926119	0.14285714285714285	0.0011073645427733295
Cell_1525	0.542168675	-0.57912	0.014779721	0.109205592	0.14285714285714285	0.0010731721538437217
Cell_1526	0.542168675	-0.64008	0.015787936	0.11057263	0.14285714285714285	0.0012008047245580895
Cell_1527	0.542168675	-0.70104	0.015111251	0.11616791	0.14285714285714285	0.0010985475535983166
Cell_1528	0.542168675	-0.762	0.014880825	0.117286421	0.14285714285714285	0.001066841566965069
Cell_1529	0.542168675	-0.82296	0.027032136	0.117835379	0.14285714285714285	0.003028956587722529
Cell_1530	0.542168675	-0.88392	0.055150999	0.117939858	0.14285714285714285	0.010784014788197755
Cell_1531	0.602409639	0.88392	0.483922622	0.119687233	0.14285714285714285	0.940919822064837
Cell_1532	0.602409639	0.82296	0.490976583	0.119666608	0.14285714285714285	0.9704054655847809
Cell_1533	0.602409639	0.762	0.495084929	0.119613539	0.14285714285714285	0.9878954144092765
Cell_1534	0.602409639	0.70104	0.497725153	0.119527917	0.14285714285714285	0.9993510782287357
Cell_1535	0.602409639	0.64008	0.499458298	0.119189129	0.14285714285714285	1.0076332907847803
Cell_1536	0.602409639	0.57912	0.501457614	0.11790316	0.14285714285714285	1.0195805725584277
Cell_1537	0.602409639	0.51816	0.504177036	0.114882139	0.14285714285714285	1.0395255474828629
